,TW_NO,TW_TIME,TW_TEXT,FAV,RT
1124,1149976594682748928,2019-07-13 18:39:20,た かの質問箱ですただのイキリオタクです これからデジコンで精を出します 2日前に言ってたことと3日後にやってることが違う人です 反省してます既に使うつもりがない大学垢→@takaboon1818https://t.co/W8wye3DTEH,0,0
1125,1149974915237335040,2019-07-13 18:32:39,わ    か    る https://t.co/B21rAbLRYt,1,0
1126,1149957863927717888,2019-07-13 17:24:54,なお自分でセットして再現することは不可能なのでオワオワリ,0,0
1127,1149957678782828544,2019-07-13 17:24:10,2500円で良クォだったので通い確定,1,0
1128,1149955624387506176,2019-07-13 17:16:00,美容室の人ってワックスつけるのめちゃくちゃうめえよな,2,0
1129,1149943768499384320,2019-07-13 16:28:53,くっそーーーー花火デートおおおおおおおおおおおおおしねええええええええええええええ,4,0
1130,1149906568726503424,2019-07-13 14:01:04,RT @whitephage1515: これを胸に刻んで行きたい https://t.co/UqJLY8r0BL,0,30
1131,1149899975100268545,2019-07-13 13:34:52,わかが来るまで腹ごしらえ https://t.co/KLIaeALENg,5,0
1132,1149888282643140608,2019-07-13 12:48:25,ニートはいいぞおぉぉぉぉおおおお,2,0
1133,1149888033094660098,2019-07-13 12:47:25,僕は働いたことないし働く気もないので https://t.co/t1IstZGM5J,4,0
1134,1149885415274344448,2019-07-13 12:37:01,お前もな https://t.co/VCUW0uJSCf,0,0
1135,1149884383064555520,2019-07-13 12:32:55,完全にこれでも親の影響力よりも友達とか周りの環境の影響力のほうが強いから一概には言えない https://t.co/c2vUqB8Qnw,1,0
1136,1149863830966558720,2019-07-13 11:11:15,＼ #本田とカードバトル ／ #私は本田のAを引く @pepsi_jpn をフォローして 1日1回、 #本田圭佑 とカードバトル！ 勝てば、 #ペプシ #ジャパンコーラ １ケース当たる！計1000名様！ 【7/22まで #毎日挑戦… https://t.co/wDQ4ktQbre,0,0
1137,1149692653073645568,2019-07-12 23:51:03,RT @YahooNewsTopics: 木下ひまりさんと永瀬柚花さん。静岡県でアイドル活動を通じて知り合った２人は、現在、恋愛関係にあります。恋愛がタブー視されることの多いアイドルの世界で、同性愛をカミングアウトしたのは理由がありました。（映像提供：日テレNEWS24）ht…,0,639
1138,1149687522718445569,2019-07-12 23:30:40,もうそれにしか見えない https://t.co/jXstFUg0dp,2,0
1139,1149686751415263233,2019-07-12 23:27:36,あ、I教授のことか,2,0
1140,1149686523589062661,2019-07-12 23:26:42,入道ってなんすか…,0,0
1141,1149679559349952513,2019-07-12 22:59:01,ミュウツーと天気の子誰かいこうぜ,2,0
1142,1149679321222529025,2019-07-12 22:58:04,それ輸出じゃなくて不法投棄 https://t.co/LB4gO7ajL1,0,0
1143,1149676858234953729,2019-07-12 22:48:17,そうですね！(15.6インチ爆死) https://t.co/twaqhRn8bw,2,0
1144,1149676576709066752,2019-07-12 22:47:10,完全に高校時代の俺で草 https://t.co/ugBSbrMIDq,0,0
1145,1149676497579307008,2019-07-12 22:46:51,C++ってサイコパス言語って聞いたことあるんだけどねねっち実はサイコパスだったのか…？ https://t.co/J46wJnQxxM,1,0
1146,1149674621756555265,2019-07-12 22:39:24,Cはだるいしんどいめんどいみたいなことまわりからよく聞くのでPC初心者のぼくは身震いしております,2,0
1147,1149672171091841024,2019-07-12 22:29:40,デマ流してしまって申し訳ないシラバス確認したらCだった… https://t.co/gpoa8s2wCK,3,0
1148,1149671915771944960,2019-07-12 22:28:39,ちがう！Cだ！ごめん！！ツイ消しする！ごめん！！,2,0
1149,1149615894818983938,2019-07-12 18:46:02,本当は頻繁に帰省して地元の美容室通い続けるつもりだったんだけど…お金がね…,0,0
1150,1149615522603945984,2019-07-12 18:44:34,もしこれでガチ美容室のクオリティもらえるならコスパ最高1000円カットのクオリティなら負け,0,0
1151,1149615163575693312,2019-07-12 18:43:08,"髪4ヶ月放置したせいでさすがに前髪うざいのであした近所の美容室に凸します2,5kのクオリティがどんくらいなのか楽しみ",0,0
1152,1149559990295728131,2019-07-12 15:03:54,あほしね https://t.co/SF2VMhTzfO,1,0
1153,1149554200746975238,2019-07-12 14:40:53,美味しいものは、脂肪と糖でできている https://t.co/WdNv8kZjmJ,1,0
1154,1149544559380058112,2019-07-12 14:02:35,やべえカツ丼も食べたくなってきた今日は衝動食いの予感,0,0
1155,1149544035201064960,2019-07-12 14:00:30,ああーー糖分摂取はかどるーーーー,0,0
1156,1149542948087844864,2019-07-12 13:56:10,今日も疲れたからしかたないね https://t.co/30jwcajkln,2,0
1157,1149523377779904512,2019-07-12 12:38:25,TAP勢のやつにフルレポもらおうと思ったけどもらえそうにないので仕方なく自分でやりゅ,1,0
1158,1149522344320237568,2019-07-12 12:34:18,＼ #本田とカードバトル ／ #私は本田のBを引く @pepsi_jpn をフォローして 1日1回、 #本田圭佑 とカードバトル！ 勝てば、 #ペプシ #ジャパンコーラ １ケース当たる！計1000名様！ 【7/22まで #毎日挑戦… https://t.co/IFFUJTmBIb,0,0
1159,1149520733313236995,2019-07-12 12:27:54,#武蔵工業大学糖分摂取サークル https://t.co/lRVli2KOv4,5,0
1160,1149492541357559810,2019-07-12 10:35:53,ゑさんがヤニ中で死ぬ前に俺が糖尿病で死ねばゑさんにマウント取れそうだな,1,0
1161,1149492084526612480,2019-07-12 10:34:04,RT @WD_TCM: SC各位へ 冷たいそば･うどん情報来ましたね https://t.co/w1Z0rOkZUD,0,4
1162,1149483352346378248,2019-07-12 09:59:22,RT @nhk_news: 「令和元年」と刻まれた最初の硬貨の製造が、11日から大阪の造幣局で始まり、打ち初め式が行われました。https://t.co/7dA3fu7BdM#nhk_news #nhk_video https://t.co/cILnTlmwOa,0,9190
1163,1149481216950726656,2019-07-12 09:50:53,やっぱオタクの話をしないと陰キャ認定されないらしいね,0,0
1164,1149476890966577152,2019-07-12 09:33:41,#nowplaying 【100分間耐久】Dr.マリオ　FEVER https://t.co/NQPprtJFk3 @NicoBox_App から,0,0
1165,1149474201801093122,2019-07-12 09:23:00,今日も一日 https://t.co/PS3Yun709P,2,1
1166,1149467498615492609,2019-07-12 08:56:22,なんか最初見たときよくわかんなくて、「えっ…あっ…ゑさんですか」って有名人に会ったときみたいなコミュ障な話しかけ方してしまった,6,1
1167,1149467103235149826,2019-07-12 08:54:48,ゑさん朝からテンション高いなあ,5,1
1168,1149344695660662784,2019-07-12 00:48:23,デヴィ夫人がASMRやりだしたおかげで一気にASMR界隈が広がってくれるのではないかと期待,3,0
1169,1149331755356151810,2019-07-11 23:56:58,RT @tcu_lilyknight: NowplayingMorning Arch - 河野マリナ #Ume_Playing https://t.co/S4L660mxDJ,0,1
1170,1149331644043558912,2019-07-11 23:56:32,RT @Admiral_Mussu: https://t.co/RwU0UshqhT,0,5104
1171,1149331580596342784,2019-07-11 23:56:17,RT @linorenoleo: 飲み物を間違えた本田圭佑 https://t.co/RiPuk3bd5K,0,1
1172,1149321651193991169,2019-07-11 23:16:49,RT @Macaronicc: な〜にが「お客様のご協力のおかげで小田急線新宿行きは定時刻に到着することができました」だよ？？お前のおかげだよ。,0,24707
1173,1149320822022033410,2019-07-11 23:13:31,このふたつなかなかよさそう https://t.co/ag0XJBTK95,0,0
1174,1149316274704404480,2019-07-11 22:55:27,真面目に読んどきゃよかった,0,0
1175,1149316226113347584,2019-07-11 22:55:16,物理の教科書、よくよく読んでみると高校の教科書の5倍くらい解法がわかりやすく書いてあって泣ける,0,0
1176,1149313796881580034,2019-07-11 22:45:37,大原ゆい子、高木さんの主題歌みたいなぽわぽわした曲しか今まで聞いたことなかっなんだけど、今たまたまつべに「はねバド！」のEDが流れててめっちゃロックで雰囲気全然違ったんだけどこっちのほうがすごくしっくりきた,0,0
1177,1149300319966203905,2019-07-11 21:52:03,モノコードのフルレポ持ってるかたいらっしゃいましたらお願いします🙏🙏,0,0
1178,1149293368553271298,2019-07-11 21:24:26,RT @YahooNewsTopics: 【有毒「赤いクワガタ」要注意】https://t.co/hRU0K1SShS昆虫「ヒラズゲンセイ」が京都や滋賀で生息域を広げている。真っ赤な体とクワガタのような大あごが特徴で、触るとかぶれや水ぶくれを引き起こすことがあるという。専…,0,50585
1179,1149288970947186689,2019-07-11 21:06:58,つかれる https://t.co/rf1krKnyXe,1,0
1180,1149283523817140229,2019-07-11 20:45:19,夏はいいかな冬コミと、あとモチベがあればM3はいくかも https://t.co/CxVXDK14wn,0,0
1181,1149276817326346240,2019-07-11 20:18:40,もうこいつは信用しない https://t.co/AUTSOgw2pP,1,0
1182,1149276146275516416,2019-07-11 20:16:00,さすがに草 https://t.co/WdLnREEc1W,0,0
1183,1149275940431659009,2019-07-11 20:15:11,RT @akinokaedevo: あっ、引退しよ… https://t.co/ZjkHHQsHfb,0,76
1184,1149275823288942593,2019-07-11 20:14:43,金がないので一緒にぼくと派遣やってくれる人も募集中,0,0
1185,1149275680703516672,2019-07-11 20:14:09,今一応考えているのが花火やきう観戦ディズニー18きっぷ旅,3,0
1186,1149274967009193984,2019-07-11 20:11:19,夏休みなにしようかなオタクとどっかいきたい,1,0
1187,1149270081819463682,2019-07-11 19:51:54,ひっっさしぶりにこの文字列見たわ https://t.co/pdFrDj60b4,1,0
1188,1149264587222470656,2019-07-11 19:30:04,油は少なめにしとくわ https://t.co/rOmbbDFaxl,1,0
1189,1149254692280496128,2019-07-11 18:50:45,こいつ将来ジロリアンだわ俺はもう二度と行かん https://t.co/C4o3Vc8Bnt,0,0
1190,1149235450676047874,2019-07-11 17:34:17,RT @same_dagon: デヴィ夫人がYouTuberデビューは聞いていたけど、なんでよりによってASMR動画なんだ… https://t.co/HgPpS5x3dM,0,19530
1191,1149160283467702272,2019-07-11 12:35:36,＼ #本田とカードバトル ／ #私は本田のBを引く @pepsi_jpn をフォローして 1日1回、 #本田圭佑 とカードバトル！ 勝てば、 #ペプシ #ジャパンコーラ １ケース当たる！計1000名様！ 【7/22まで #毎日挑戦… https://t.co/8FCFFmR2mX,0,0
1192,1149122296348475392,2019-07-11 10:04:39,RT @BikkuriMoon: 突然言葉が流暢になるトゲピー https://t.co/rOHWNGkc0a,0,28637
1193,1149122072032866304,2019-07-11 10:03:46,こーゆーのほんとすき,1,0
1194,1149121939052490752,2019-07-11 10:03:14,RT @dream_seacat: はい目覚ましどーん！起きろ起きろ起きろ起きろ起きろ起きろ起きろ起きろ起きろ起きろ起きた？起きた？起きた？起きた？起きた？起きた？寝ろ寝ろ寝ろ寝ろ寝ろ寝ろ寝ろ寝ろ寝ろ寝ろ絶起絶起絶起絶起絶起絶起絶起絶起絶起絶起絶起絶起絶起絶起絶起絶起絶起絶起絶…,0,1
1195,1149101818347053056,2019-07-11 08:43:17,僕の地元の国立大学が、地元の医大とくっついて、名前がFラン化してしまってるらしいんですよやっぱり名前が変わっちゃうとどこの学生も苦労するらしいね,1,0
1196,1148976709699395584,2019-07-11 00:26:09,＼ #本田とカードバトル ／ #私は本田のAを引く @pepsi_jpn をフォローして 1日1回、 #本田圭佑 とカードバトル！ 勝てば、 #ペプシ #ジャパンコーラ １ケース当たる！計1000名様！ 【7/22まで #毎日挑戦… https://t.co/S2ZsH2aKJ6,0,0
1197,1148971863848022016,2019-07-11 00:06:53,川口ってあれでしょ？たぶん溝の口とかの近くの,0,0
1198,1148970591145193472,2019-07-11 00:01:50,TAPのwriting課題今日提出やんけwwwwwwwwwwwwwwwwwwうっそだろwwwww,0,0
1199,1148969592779243520,2019-07-10 23:57:52,なんかそう思うと色々恥ずかしくなってきた…,0,0
1200,1148969144043204610,2019-07-10 23:56:05,通じる人でよかった https://t.co/oPwedtXH4J,1,0
1201,1148965856539369478,2019-07-10 23:43:01,今日も一日 https://t.co/o98fGKmdSh,0,1
1202,1148960054860636160,2019-07-10 23:19:58,こうやって叫びながら毎月スタバの新作飲むのすげえ背徳感があって楽しいからみんなやるといいよ,0,0
1203,1148959916989661185,2019-07-10 23:19:25,ラビットハウス最高！ス〇バは泥水！豚のエサアアアアア！！！！,0,0
1204,1148959493260054530,2019-07-10 23:17:44,RT @NNPS_KM_SONYA: ご注文は洗脳ですか？ https://t.co/As9jk3xKcd,0,583
1205,1148959020633321472,2019-07-10 23:15:51,今日の僕の反省点は、リアルに人前でうっかり「ス〇バのフ〇ペチーノって泥水ですよね」とドヤ顔で言ってしまったことです。全部ことかすのせいだ全部ことかすのせいだ,1,0
1206,1148955454615085056,2019-07-10 23:01:41,まじでこれ https://t.co/YobfYxSQL1,1,0
1207,1148947870197805067,2019-07-10 22:31:33,おーじぇいさんやっぱりすごいひとだった,0,0
1208,1148922203703898112,2019-07-10 20:49:33,彼女ができるまで花火はいかないから別にいい(言い訳),2,0
1209,1148915688670523398,2019-07-10 20:23:40,うめさんの出身今まで忘れてたすいません田舎高校卒の人間が話しかけていい存在ではなかったわ,1,0
1210,1148912893556977664,2019-07-10 20:12:34,つよすぎる中3のとき模試の証明問題を5回連続白紙で提出した俺の100倍強い https://t.co/weF87qb9Em,0,0
1211,1148911359410655233,2019-07-10 20:06:28,数学苦手でも理系選択しといてよかった高校時代の俺、ナイス,0,0
1212,1148906165054521344,2019-07-10 19:45:50,うちの高校にも京大で研究者とかやってた先生いたんだけど、科学の分野でものすごい人間って、なんとなくオーラが研究者っぽいというかそんな感じがする,1,0
1213,1148900792667033605,2019-07-10 19:24:29,結局僕の人生は数学から逃げられないらしいね,0,0
1214,1148875938534264833,2019-07-10 17:45:43,は？年上は35が上限だぞ https://t.co/KvVtg3786s,0,0
1215,1148875735714562048,2019-07-10 17:44:55,超天才イケメン人間性神医学部東大生でも自分の社会的危険性を感じたら道徳倫理関係なく行動するらしいんで、僕らの本能を押さえつける理性って結局その程度のブレーキにしかならないポンコツ品だってこと自覚して毎日を過ごした方がいいってことなんですね,0,0
1216,1148873416235081729,2019-07-10 17:35:42,こいついっつも熟女に好かれてんな https://t.co/jz98EkMooE,0,0
1217,1148864303996387328,2019-07-10 16:59:29,もとすみのパチ屋だろ https://t.co/EW1Ak3f3X0,0,0
1218,1148853550358728704,2019-07-10 16:16:45,フルーツグラノーラ、うますぎてそのまま無限に食ってしまうからこれからはなるべく買わないようにしよう,0,0
1219,1148851041598750720,2019-07-10 16:06:47,ほそやん主人公でみんな困惑してるおまえらどんだけオルガ好きなんだよ,0,0
1220,1148850215358627840,2019-07-10 16:03:30,水瀬いのり色んなとこ行ってんな南極の次は宇宙か,1,0
1221,1148840142532009986,2019-07-10 15:23:29,やなぎなぎは神,0,0
1222,1148840092942753792,2019-07-10 15:23:17,おおおおおここで1期のOPはエモエモエモエモ,0,0
1223,1148839994733154304,2019-07-10 15:22:53,こんどまたなんかで誘うからゆるして https://t.co/5AeQzHXSRf,0,0
1224,1148837779951869952,2019-07-10 15:14:05,今日は夜用事があるから家にひきこもってるすまん https://t.co/aCLKSMHNxm,1,0
1225,1148836032328036354,2019-07-10 15:07:09,ついこないだまで俺USJは神でディズニーはク〇とか言ってたけど、アニメのワンシーンみただけで一気に考えてることが逆転しました,0,0
1226,1148835662784675841,2019-07-10 15:05:40,うわーーくそーーなんで俺ガイルの世界でもディズニーがあるんだーーー行きたくなっちまうじゃねーかよーーーー,3,0
1227,1148834774502346753,2019-07-10 15:02:09,なんでこんなに2期の雪ノ下雪乃がメス顔するシーンが多いんだ,1,0
1228,1148833946626453504,2019-07-10 14:58:51,RT @yontengoP: エンジニアは臭い！と何故言われるかといえば風呂に入らないとか歯を磨かないとか服を着替えないとか諸々あるでしょうけど、根本的には昨日のnoteに書いたように・自分の興味あること特化・興味ないことは学ばない/覚えない/やる気ない/必要ないと…,0,373
1229,1148821526247923712,2019-07-10 14:09:30,ハーレム書道部所属してるくせにリア充爆ぜろとか言ってるやつうちの高校にもいましたねえ,3,0
1230,1148820860850982912,2019-07-10 14:06:51,OPええやんと思ったら大橋彩香だった。あとでこのアニメわかに勧めとこう,0,0
1231,1148788996148908032,2019-07-10 12:00:14,ほぼ完璧レベルのクオリティである東進の授業にさえ文句言ってる生徒もいたので、生徒の授業に対する苦言って大抵当てにならないんですよね,0,0
1232,1148785125578035200,2019-07-10 11:44:51,まあ個性ってことで,0,0
1233,1148785030686101504,2019-07-10 11:44:29,TRI教授やっぱ一番授業わかりやすいわ面倒くさいところさえなければ完璧なんだけどな,0,0
1234,1148764156545232897,2019-07-10 10:21:32,辛うじて1足あった。。。,0,0
1235,1148763374282407937,2019-07-10 10:18:26,【悲報】今日履く靴下がない,2,0
1236,1148749843789053953,2019-07-10 09:24:40,＼ #本田とカードバトル ／ #私は本田のBを引く @pepsi_jpn をフォローして 1日1回、 #本田圭佑 とカードバトル！ 勝てば、 #ペプシ #ジャパンコーラ １ケース当たる！計1000名様！ 【7/22まで #毎日挑戦… https://t.co/v6vjlxPgAI,0,0
1237,1148641723691618304,2019-07-10 02:15:02,RT @astral_million: うっ https://t.co/1EyhnR6ib5,0,24440
1238,1148624442462834695,2019-07-10 01:06:22,おおおあおおおおお今週の花嫁えええええええええええええ,0,0
1239,1148621490645897216,2019-07-10 00:54:38,荒ぶる季節の乙女どもよ。初っ端からぶっ飛ばしててすごくいいんだけどこのまま12話まで突っ走れるのか心配になる,0,0
1240,1148620510520999942,2019-07-10 00:50:44,麻倉もも×ハニワのタッグつよい,1,0
1241,1148600881308413952,2019-07-09 23:32:44,RT @SixTONES_info: 代表取締役社長ジャニー喜多川に関するご報告 | ジャニーズ事務所 | Johnny &amp; Associates https://t.co/LBUxGEEfsP,0,858
1242,1148599800230764545,2019-07-09 23:28:26,あああああああワイはなんでこんなにこじらせてたんだああああああああああああああああああああああ,0,0
1243,1148599713001869318,2019-07-09 23:28:06,ふと小学校の卒業文集見てたら自分の作文見つけて読んだんですけど、もうガチの中二病丸出しで死にたくなりました,0,0
1244,1148596956312330241,2019-07-09 23:17:08,坊主似合わねえってのもあるけど、そもそも俺がやきう部という組織に屈してしまったという屈辱的な証拠になるからもう見たくない,0,0
1245,1148596087491571714,2019-07-09 23:13:41,卒業アルバムとかやきう部だったせいで坊主だから二度と見たくない,0,0
1246,1148595330780450817,2019-07-09 23:10:41,兄貴、大学は文系でウハウハやってたくせに今は転職して理系職に就いてウハウハやってるんで人生黄金ルート歩んでる気がする大学理系弟ワイ、キャンパスライフも将来設計もマウントとられてて無事死亡,2,1
1247,1148594006332497920,2019-07-09 23:05:25,ワイ7歳の時、当時法〇大学のマジックサークルに入ってた兄貴に「ぼくが20歳になったらおにいちゃんの知ってるマジックのタネ全部教えてもらう」という約束をしたんですけど、12年経ってまた覚えてるんですよね。ブラコンなのかな,2,0
1248,1148573506969325569,2019-07-09 21:43:58,幼稚園のときから知り合いの同級生の猫、インスタにちょっぴり写ってたけどやっぱ体が大きくなってるね。成長してるね。かわいい。エモい。,1,0
1249,1148562231505764354,2019-07-09 20:59:09,RT @hikakin: 人生は冒険やw https://t.co/fJ03WPE5ea,0,23114
1250,1148556596835844096,2019-07-09 20:36:46,やはり自分自身を微分して2次元の世界に入って全知全能無敵おねえさんに養ってもらうか…,0,0
1251,1148555796826845185,2019-07-09 20:33:35,どうやら僕は3次元の性癖と2次元の性癖が違うらしい,0,1
1252,1148518815501705216,2019-07-09 18:06:38,た かの質問箱ですただのイキリオタクです これからデジコンで精を出します 2日前に言ってたことと3日後にやってることが違う人です 反省してます既に使うつもりがない大学垢→@takaboon1818https://t.co/W8wye3DTEH,0,0
1253,1148498979023286272,2019-07-09 16:47:49,TOEIC、寝てたせいで適当に塗りつぶしたところの正答率40%で、真面目に解いた正答率が壊滅的だったから、僕は寝てた方が点数が取れるらしいね,9,1
1254,1148492874511601664,2019-07-09 16:23:33,10問中、10問正解です！22歳です！ | 22〜28歳までしか解けない！ #思い出のポケモンクイズ https://t.co/rhbG0Aq2Jz,0,0
1255,1148431965609050112,2019-07-09 12:21:32,thick - 太い、濃い、とろみのある何とは言わないけど字幕で見たことありますね,0,0
1256,1148424497470431232,2019-07-09 11:51:51,#Nowplaying 正義 - ずっと真夜中でいいのに。 (今は今で誓いは笑みで),0,0
1257,1148422290490548225,2019-07-09 11:43:05,喧嘩売ってんの？ https://t.co/zk7X15UeJG,1,0
1258,1148421068928929792,2019-07-09 11:38:14,最近金髪見るだけで腹立ってくるからこれもケイスケホンダのせい https://t.co/haKo6LdqS0,0,0
1259,1148420236799987714,2019-07-09 11:34:55,僕コーラ飲めないんで当たったらみんなにばらまくね,0,0
1260,1148420145104113664,2019-07-09 11:34:33,みんなこれやぞ https://t.co/V77L4Cr3TG,0,0
1261,1148419501454553088,2019-07-09 11:32:00,＼ #本田とカードバトル ／ #私は本田のBを引く @pepsi_jpn をフォローして 1日1回、 #本田圭佑 とカードバトル！ 勝てば、 #ペプシ #ジャパンコーラ １ケース当たる！計1000名様！ 【7/22まで #毎日挑戦… https://t.co/SYHcYi7a1G,0,0
1262,1148418371970457600,2019-07-09 11:27:31,色んなソフトクリーム出てるけどミルクに勝てる味が未だに存在しない,3,0
1263,1148418086539677696,2019-07-09 11:26:23,#東京都市大学白桃ソフトクリーム同好会 https://t.co/MRhrTXk0bn,2,0
1264,1148408458258944000,2019-07-09 10:48:07,そこそこ勉強したのに小テストでケアレスミス連発して萎えています所詮凡人の努力なんてそんなもん,1,0
1265,1148394256282730496,2019-07-09 09:51:41,夜は3問くらいしか問題解けなかったのに翌日の朝は10章全部終わったから僕は朝型らしいね,1,0
1266,1148393814739996672,2019-07-09 09:49:56,物理小テスト勉おわ,0,0
1267,1148364550778916864,2019-07-09 07:53:39,今日も寒そうだな,1,0
1268,1148255027921690624,2019-07-09 00:38:26,今週も課題出せそうにないですねはい,0,0
1269,1148254856362119173,2019-07-09 00:37:45,あっこれは情リテ再履かなーー,0,0
1270,1148245570579922944,2019-07-09 00:00:52,これ大学受験で知ってたらよかったなーーーーーーーーーーもうシャドーイングこれにしよ,0,0
1271,1148245376979238914,2019-07-09 00:00:05,TEDICTとかいう神アプリ見つけてしまったTEDの内容をシャドーイングとディクテーションできる、その場で単語調べる機能とか日本語訳機能(かなり雑だけど)もある、もち英語字幕もある、リピーティング機能、自分の声の録音機能もある、神すぎん？,3,0
1272,1148229142778806272,2019-07-08 22:55:35,若干にゃ揺れた,2,0
1273,1148216942743805953,2019-07-08 22:07:06,https://t.co/jETt9n3zCT https://t.co/xGOyNLwQX5,1,0
1274,1148216295562698753,2019-07-08 22:04:32,わかが電電を担当して俺が通を担当する最強タッグで圧倒的成長できるかもしれん https://t.co/cYPjqrGMxS,2,1
1275,1148206825273057280,2019-07-08 21:26:54,すいません電電通学生会って何やる組織か教えて,1,0
1276,1148202830135566336,2019-07-08 21:11:01,100回嘔吐さん、たぶんそのうちバズりそうだから今のうちに布教しとくか,0,0
1277,1148201471889965056,2019-07-08 21:05:38,RT @Akey0202: https://t.co/5RHuA3kgWh,0,20
1278,1148197913044013056,2019-07-08 20:51:29,は？心理学って文系の学問なの？まじ？知らんかった。,0,0
1279,1148193547113226240,2019-07-08 20:34:08,なにその鋼メンタルうらやましいわ https://t.co/4Ld4dHOAh9,0,0
1280,1148190282510241793,2019-07-08 20:21:10,ネプリーグもう何ヶ月も見てねえなテレビほしい,0,0
1281,1148189862157148162,2019-07-08 20:19:30,RT @hironogi_: まつりちゃんそれは下ネタか？？？笑#ネプリーグ https://t.co/DHUkl89Gau,0,1748
1282,1148186164219666433,2019-07-08 20:04:48,RT @LicoLicorice: 本田圭佑、じゃんけん大会からのカードバトルってもう完全にグリードアイランド編なので最終的に「俺がボマーだ」つって参加したアカウント全員爆破される可能性が高い,0,2812
1283,1148178070093721600,2019-07-08 19:32:38,ほんま受サロ害悪でしかないからなマジで何なんだあれは,2,0
1284,1148177506949709824,2019-07-08 19:30:24,僕は受サロ見まくってキョロ充になって無事受験生活終わるナリしましたのではい,3,0
1285,1148177372346064897,2019-07-08 19:29:52,今の受験勉強してる人に、2chだけは見るなよそして受サロだけは見るなよと言いたいそーやって人目を気にしてる時点で負けだからな(失敗談),4,3
1286,1148175287571496965,2019-07-08 19:21:35,陽キャのキャキャキャ！w陽キャのキャキャキャ！wキャキャキャ陽キャのキャ！キャ！キャ！w空にキラキラお星様陽キャ彼女とパコる頃陰キャは箱(テッシュ)を取り出して推しでシコるよキャ！キャ！キャ！w,7,1
1287,1148174332755005440,2019-07-08 19:17:47,いつものやつ歌うか,0,0
1288,1148174228157415424,2019-07-08 19:17:22,アニメがある！Twitterがある！女はない！女はない！女はない！w,3,0
1289,1148173441066913792,2019-07-08 19:14:15,でも大学生活あるある的な日常アニメやって欲しいよな。らき☆すた並に超gdgdなあるある雑談垂れ流しのアニメでいいから,0,0
1290,1148173152494616576,2019-07-08 19:13:06,RT @_ysEle: 想像したくない,0,1
1291,1148172681298116608,2019-07-08 19:11:13,けいおん3期が実現しない理由 https://t.co/5vz0AJqVcs,5,1
1292,1148171757301293056,2019-07-08 19:07:33,あれですね、部活のせいで高校の青春をアニメで埋め尽くすという理想が叶わなかったので、今それを絶賛実現中って感じですね,2,0
1293,1148169985384075264,2019-07-08 19:00:31,いや普通にアニメで埋め尽くす大学生活楽しいですね有意義すぎるまあほどほどにしないとやばいのでここらへんで,4,0
1294,1148169100318765059,2019-07-08 18:57:00,こんなことしてる場合じゃねえよ情リテの課題と物理の小テスト勉強しないと,0,0
1295,1148168876552667136,2019-07-08 18:56:06,俺ガイル2期8話まで進んだ普通に2期面白くてめちゃめちゃ視聴ペース上がったわ,3,0
1296,1148133084362993664,2019-07-08 16:33:53,RT @toku51n: 七夕の対偶を図解しました。 https://t.co/ibyYJtavqI,0,5853
1297,1148117345006583809,2019-07-08 15:31:20,はい聖地巡礼 https://t.co/EMkQx9fINj,2,0
1298,1148115505259008002,2019-07-08 15:24:02,荒ぶる季節の乙女共よ。を電車で見てて吹き出してしまったのでもう二度と見ません(確固たる意志),2,0
1299,1148065309623902208,2019-07-08 12:04:34,RT @kutsuzawa_desu: おまんら月曜だからって頑張りすぎんなよ授業遅れる〜つって朝飯食わずに家出るのはやめとけな、朝飯くらい食え、うめぇからほいでゆっくりあったかいお茶でも飲みゃええのよついでに家の近所散歩してみな？涼しいからそしたらもう3限にも間…,0,805
1300,1148064394397401089,2019-07-08 12:00:56,＼ #本田とカードバトル ／ #私は本田のAを引く @pepsi_jpn をフォローして 1日1回、 #本田圭佑 とカードバトル！ 勝てば、 #ペプシ #ジャパンコーラ １ケース当たる！計1000名様！ 【7/22まで #毎日挑戦… https://t.co/WoF9pX8ctP,0,0
1301,1148042592115994624,2019-07-08 10:34:18,こマ？聖地巡礼いきてえ https://t.co/OrFMYBIoE1,2,0
1302,1148041896851206144,2019-07-08 10:31:32,正直けいちゃんって聞いて最初に思い出したのは尊師ではなくKiss×sisの主人公だった,1,0
1303,1148041159677100033,2019-07-08 10:28:36,慶ちゃん…w https://t.co/jUVUSZalDt,9,0
1304,1148039999402594304,2019-07-08 10:24:00,やったぜ https://t.co/E0qcWu9JjK,0,0
1305,1148022404557357056,2019-07-08 09:14:05,朝から広瀬すず見て鼻血出すな https://t.co/9yewijJR1o,0,0
1306,1148015133563580416,2019-07-08 08:45:11,いやあ毎回わかくんの天気予報はたすかるね https://t.co/oafshrmhN8,0,0
1307,1148002810417438720,2019-07-08 07:56:13,よし長袖着るか https://t.co/BQfXvsTDeS,0,0
1308,1147994711753289729,2019-07-08 07:24:02,もう毎週が楽しみすぎるありがとう…ありがとう…,0,0
1309,1147993156094349313,2019-07-08 07:17:51,高木さんは中学一年生だけど西片目線から見るとやや年上枠なのでぼくのストライクゾーンにしっかりと入りますね,0,0
1310,1147992806952017920,2019-07-08 07:16:28,いやーーー高木さん可愛すぎでしょーいやーーーむりーーしぬーーーすきだーーーーーーー,0,0
1311,1147991333425963008,2019-07-08 07:10:37,高木さん、今期もカバーあるんですね！！！！！！いいですね！！！最高です！！神です！！！月曜日の憂鬱がふっとぶぜ！！！！,1,0
